graph_for_greach
35492
205
171340: 198842 #
171341: 198758 #
171342: 206422 #
171343: 198775 #
171344: 198833 #
171345: 198866 #
171346: 199004 #
171347: 198861 #
171348: 198848 #
171349: 198840 #
171350: 198896 #
171351: 198921 #
171352: 198963 #
171353: 199000 #
171354: 198917 #
171355: 198898 #
171356: 199044 #
205772: #
205773: #
205774: 203864 204202 #
205775: 203741 204200 #
205776: 203805 204228 #
205777: 203950 204279 #
205778: 203984 204065 204319 #
205779: 203738 204328 #
205780: 203740 204197 #
205781: #
205782: #
205783: 203864 204202 #
205784: 203741 204200 #
205785: 203827 204251 #
205786: 203940 204304 #
205787: 203984 204065 204319 #
205788: 203738 204328 #
205789: 203740 204197 #
205790: #
205791: #
205792: 203864 204202 #
205793: 203741 204200 #
205794: 203823 204248 #
205795: 203966 204302 #
205796: 203984 204065 204319 #
205797: 203738 204328 #
205798: 203740 204197 #
205799: #
205800: #
205801: 203864 204202 #
205802: 203741 204200 #
205803: 203855 204261 #
205804: 203978 204314 #
205805: 203984 204065 204319 #
205806: 203738 204328 #
205807: 203740 204197 #
205808: #
205809: #
205810: 203864 204202 #
205811: 203741 204200 #
205812: 203829 204237 #
205813: 203919 204288 #
205814: 203984 204065 204319 #
205815: 203738 204328 #
205816: 203740 204197 #
205817: #
205818: #
205819: 203864 204202 #
205820: 203741 204200 #
205821: 203831 204239 #
205822: 203925 204290 #
205823: 203984 204065 204319 #
205824: 203738 204328 #
205825: 203740 204197 #
205826: #
205827: #
205828: 203864 204202 #
205829: 203741 204200 #
205830: 203830 204238 #
205831: 203920 204289 #
205832: 203984 204065 204319 #
205833: 203738 204328 #
205834: 203740 204197 #
205835: #
205836: #
205837: 203864 204202 #
205838: 203741 204200 #
205839: 203808 204231 #
205840: 203953 204282 #
205841: 203984 204065 204319 #
205842: 203738 204328 #
205843: 203740 204197 #
205844: #
205845: #
205846: 203864 204202 #
205847: 203741 204200 #
205848: 203802 204217 #
205849: 203908 204273 #
205850: 203984 204065 204319 #
205851: 203738 204328 #
205852: 203740 204197 #
205853: #
205854: #
205855: 203864 204202 #
205856: 203741 204200 #
205857: 203806 204229 #
205858: 203951 204280 #
205859: 203984 204065 204319 #
205860: 203738 204328 #
205861: 203740 204197 #
205862: #
205863: #
205864: 203864 204202 #
205865: 203741 204200 #
205866: 203811 204227 #
205867: 203949 204278 #
205868: 203984 204065 204319 #
205869: 203738 204328 #
205870: 203740 204197 #
205871: #
205872: #
205873: 203864 204202 #
205874: 203741 204200 #
205875: 203810 204233 #
205876: 203918 204284 #
205877: 203984 204065 204319 #
205878: 203738 204328 #
205879: 203740 204197 #
205880: #
205881: #
205882: 203864 204202 #
205883: 203741 204200 #
205884: 203840 204221 #
205885: 203933 204297 #
205886: 203984 204065 204319 #
205887: 203738 204328 #
205888: 203740 204197 #
205889: #
205890: 203741 204200 #
205891: 203815 204218 #
205892: 203909 204270 #
205893: 203984 204065 204319 #
205894: 203738 204328 #
205895: 203740 204197 #
205896: #
205897: 203864 204202 #
205898: #
205899: #
205900: 203864 204202 #
205901: 203741 204200 #
205902: 203825 204219 #
205903: 203912 204271 #
205904: 203984 204065 204319 #
205905: 203738 204328 #
205906: 203740 204197 #
205907: #
205908: #
205909: 203864 204202 #
205910: 203741 204200 #
205911: 203841 204222 #
205912: 203943 204300 #
205913: 203984 204065 204319 #
205914: 203738 204328 #
205915: 203740 204197 #
205916: #
205917: #
205918: 203864 204202 #
205919: 203741 204200 #
205920: 203838 204244 #
205921: 203961 204295 #
205922: 203984 204065 204319 #
205923: 203738 204328 #
205924: 203740 204197 #
205925: #
205926: #
205927: 203864 204202 #
205928: 203741 204200 #
205929: 203837 204243 #
205930: 203958 204294 #
205931: 203984 204065 204319 #
205932: 203738 204328 #
205933: 203740 204197 #
205934: #
205935: #
205936: 203864 204202 #
205937: 203741 204200 #
205938: 203836 204242 #
205939: 203928 204293 #
205940: 203984 204065 204319 #
205941: 203738 204328 #
205942: 203740 204197 #
205943: #
205944: #
205945: 203864 204202 #
205946: 203741 204200 #
205947: 203816 204234 #
205948: 203955 204286 #
205949: 203984 204065 204319 #
205950: 203738 204328 #
205951: 203740 204197 #
205952: #
205953: #
205954: 203864 204202 #
205955: 203741 204200 #
205956: 203822 204236 #
205957: 203957 204274 #
205958: 203984 204065 204319 #
205959: 203738 204328 #
205960: 203740 204197 #
205961: #
205962: #
205963: 203864 204202 #
205964: 203741 204200 #
205965: 203812 204226 #
205966: 203948 204277 #
205967: 203984 204065 204319 #
205968: 203738 204328 #
205969: 203740 204197 #
205970: #
205971: #
205972: 203864 204202 #
205973: 203741 204200 #
205974: 203842 204252 #
205975: 203967 204305 #
205976: 203984 204065 204319 #
205977: 203738 204328 #
205978: 203740 204197 #
205979: #
205980: #
205981: 203864 204202 #
205982: 203741 204200 #
205983: 203803 204224 #
205984: 203944 204275 #
205985: 203984 204065 204319 #
205986: 203738 204328 #
205987: 203740 204197 #
205988: #
205989: #
205990: 203864 204202 #
205991: 203741 204200 #
205992: #
205993: #
205994: #
205995: 203738 204328 #
205996: 203740 204197 #
205997: #
205998: #
205999: 203864 204202 #
206000: 203741 204200 #
206001: #
206002: #
206003: #
206004: 203738 204328 #
206005: 203740 204197 #
206006: #
206007: #
206008: 203864 204202 #
206009: 203741 204200 #
206010: #
206011: #
206012: #
206013: 203738 204328 #
206014: 203740 204197 #
206015: #
206016: #
206017: 203864 204202 #
206018: 203741 204200 #
206019: #
206020: #
206021: #
206022: 203738 204328 #
206023: 203740 204197 #
206024: #
206025: #
206026: 203864 204202 #
206027: 203741 204200 #
206028: #
206029: #
206030: #
206031: 203738 204328 #
206032: 203740 204197 #
206033: #
206034: #
206035: 203864 204202 #
206036: 203741 204200 #
206037: #
206038: #
206039: #
206040: 203738 204328 #
206041: 203740 204197 #
206042: #
206043: #
206044: 203864 204202 #
206045: 203741 204200 #
206046: #
206047: #
206048: #
206049: 203738 204328 #
206050: 203740 204197 #
206051: #
206052: #
206053: 203864 204202 #
206054: 203741 204200 #
206055: #
206056: #
206057: #
206058: 203738 204328 #
206059: 203740 204197 #
206060: #
206061: #
206062: 203864 204202 #
206063: 203741 204200 #
206064: #
206065: #
206066: #
206067: 203738 204328 #
206068: 203740 204197 #
206069: #
206070: #
206071: 203864 204202 #
206072: 203741 204200 #
206073: #
206074: #
206075: #
206076: 203738 204328 #
206077: 203740 204197 #
206078: #
206079: #
206080: 203864 204202 #
206081: 203741 204200 #
206082: #
206083: #
206084: #
206085: 203738 204328 #
206086: 203740 204197 #
206087: #
206088: #
206089: 203864 204202 #
206090: 203741 204200 #
206091: #
206092: #
206093: #
206094: 203738 204328 #
206095: 203740 204197 #
206096: #
206097: #
206098: 203864 204202 #
206099: 203741 204200 #
206100: #
206101: #
206102: #
206103: 203738 204328 #
206104: 203740 204197 #
206105: #
206106: #
206107: 203864 204202 #
206108: 203741 204200 #
206109: #
206110: #
206111: #
206112: 203738 204328 #
206113: 203740 204197 #
206114: #
206115: #
206116: 203864 204202 #
206117: 203741 204200 #
206118: #
206119: #
206120: #
206121: 203738 204328 #
206122: 203740 204197 #
206123: #
206124: #
206125: 203864 204202 #
206126: 203741 204200 #
206127: #
206128: #
206129: #
206130: 203738 204328 #
206131: 203740 204197 #
206132: #
206133: #
206134: 203864 204202 #
206135: 203741 204200 #
206136: #
206137: #
206138: #
206139: 203738 204328 #
206140: 203740 204197 #
206141: #
206142: #
206143: 203864 204202 #
206144: 203741 204200 #
206145: #
206146: #
206147: #
206148: 203738 204328 #
206149: 203740 204197 #
206150: #
206151: #
206152: 203864 204202 #
206153: 203741 204200 #
206154: #
206155: #
206156: #
206157: 203738 204328 #
206158: 203740 204197 #
206159: #
206160: #
206161: 203864 204202 #
206162: 203741 204200 #
206163: #
206164: #
206165: #
206166: 203738 204328 #
206167: 203740 204197 #
206168: #
206169: #
206170: 203864 204202 #
206171: 203741 204200 #
206172: #
206173: #
206174: #
206175: 203738 204328 #
206176: 203740 204197 #
206177: #
206178: #
206179: 203864 204202 #
206180: 203741 204200 #
206181: #
206182: #
206183: #
206184: 203738 204328 #
206185: 203740 204197 #
206186: #
206187: #
206188: 203864 204202 #
206189: 203741 204200 #
206190: #
206191: #
206192: #
206193: 203738 204328 #
206194: 203740 204197 #
206195: #
206196: #
206197: 203864 204202 #
206198: 203741 204200 #
206199: #
206200: #
206201: #
206202: 203738 204328 #
206203: 203740 204197 #
206204: #
206205: #
206206: 203864 204202 #
206207: 203741 204200 #
206208: #
206209: #
206210: #
206211: 203738 204328 #
206212: 203740 204197 #
206213: #
206214: #
206215: 203864 204202 #
206216: 203741 204200 #
206217: #
206218: #
206219: #
206220: 203738 204328 #
206221: 203740 204197 #
206222: #
206223: #
206224: 203864 204202 #
206225: 203741 204200 #
206226: #
206227: #
206228: #
206229: 203738 204328 #
206230: 203740 204197 #
206231: #
206232: #
206233: 203864 204202 #
206234: 203741 204200 #
206235: #
206236: #
206237: #
206238: 203738 204328 #
206239: 203740 204197 #
206240: #
206241: #
206242: 203864 204202 #
206243: 203741 204200 #
206244: #
206245: #
206246: #
206247: 203738 204328 #
206248: 203740 204197 #
206249: #
206250: #
206251: 203864 204202 #
206252: 203741 204200 #
206253: #
206254: #
206255: #
206256: 203738 204328 #
206257: 203740 204197 #
206258: #
206259: #
206260: 203864 204202 #
206261: 203741 204200 #
206262: #
206263: #
206264: #
206265: 203738 204328 #
206266: 203740 204197 #
206267: #
206268: #
206269: 203864 204202 #
206270: 203741 204200 #
206271: #
206272: #
206273: #
206274: 203738 204328 #
206275: 203740 204197 #
206276: #
206277: #
206278: 203864 204202 #
206279: 203741 204200 #
206280: #
206281: #
206282: #
206283: 203738 204328 #
206284: 203740 204197 #
206285: #
206286: #
206287: 203864 204202 #
206288: 203741 204200 #
206289: #
206290: #
206291: #
206292: 203738 204328 #
206293: 203740 204197 #
206294: 204075 204197 #
206295: 204202 #
206296: 204085 204328 #
206297: 204069 204200 #
206298: #
206299: 204157 204316 #
206300: 204122 204223 #
206301: 204065 204087 204319 #
206302: 204210 #
206303: 204266 #
206304: 204334 #
206305: #
206306: 204328 #
206307: 204196 204319 #
206308: 204197 #
206309: 204200 #
206310: 204329 #
206311: #
206312: #
206313: #
206314: #
206315: #
206316: #
206317: #
206318: #
206319: #
206320: #
206321: #
206322: #
206323: #
206324: #
206325: #
206326: #
206327: #
206328: #
206329: #
206330: #
206331: #
206332: #
206333: #
206334: #
206335: #
206336: #
206337: #
206338: #
206339: #
206340: #
206341: #
206342: #
206343: #
206344: #
206345: #
206346: #
206347: #
206348: #
206349: #
206350: #
206351: #
206352: #
206353: #
206354: #
206355: #
206356: #
206357: #
206358: #
206359: #
206360: #
206361: #
206362: #
206363: #
206364: #
206365: #
206366: #
206367: #
206368: #
206369: #
206370: #
206371: #
206372: #
206373: #
206374: #
206375: #
206376: #
206377: #
206378: #
206379: #
206380: #
206381: #
206382: #
206383: #
206384: #
206385: #
206386: #
206387: #
206388: #
206389: #
206390: #
206391: #
206392: #
206393: #
206394: #
206395: #
206396: #
206397: #
206398: #
206399: #
206400: #
206401: #
206402: #
206403: #
206404: #
206405: #
206406: #
206407: #
206408: #
206409: #
206410: #
206411: #
206412: #
206413: #
206414: #
206415: #
206416: #
206417: #
206418: #
206419: #
206420: #
206421: #
206422: #
206423: #
206424: #
206425: #
206426: #
206427: #
206428: #
206429: #
206430: #
206431: #
206432: #
206433: #
206434: #
206435: #
206436: #
206437: #
206438: #
206439: #
206440: #
206441: #
206442: #
206443: #
206444: #
206445: #
206446: #
206447: #
206448: #
206449: #
206450: #
206451: #
206452: #
206453: #
206454: #
206455: #
206456: #
206457: #
206458: #
206459: #
206460: #
206461: #
206462: #
206463: #
206464: #
206465: #
206466: #
206467: #
206468: #
206469: #
206470: #
206471: #
206472: #
206473: #
206474: #
206475: #
206476: #
206477: #
206478: #
206479: #
206480: #
206481: #
206482: #
206483: #
206484: #
206485: #
206486: #
206487: #
206488: #
206489: #
206490: #
206491: #
206492: #
206493: #
206494: #
206495: #
206496: #
206497: #
206498: #
206499: #
206500: #
206501: #
206502: #
206503: #
206504: #
206505: #
206506: #
206507: #
206508: #
206509: #
206510: #
206511: #
206512: #
206513: #
206514: #
206515: #
206516: #
206517: #
206518: #
206519: #
206520: #
206521: #
206522: #
206523: #
206524: #
206525: #
206526: #
206527: #
206528: #
206529: #
206530: #
206531: #
206532: #
206533: #
206534: #
206535: #
206536: #
206537: #
206538: #
206539: #
206540: #
206541: #
206542: #
206543: #
206544: #
206545: #
206546: #
206547: #
206548: #
206549: #
206550: #
206551: #
206552: #
206553: #
206554: #
206555: #
206556: #
206557: #
206558: #
206559: #
206560: #
206561: #
206562: #
206563: #
206564: #
206565: #
206566: #
206567: #
206568: #
206569: #
206570: #
206571: #
206572: #
206573: #
206574: #
206575: #
206576: #
206577: #
206578: #
206579: #
206580: #
206581: #
206582: #
206583: #
206584: #
206585: #
206586: #
206587: #
206588: #
206589: #
206590: #
206591: #
206592: #
206593: #
206594: #
206595: #
206596: #
206597: #
206598: #
206599: #
206600: #
206601: #
206602: #
206603: #
206604: #
206605: #
206606: #
206607: #
206608: #
206609: #
206610: #
206611: #
206612: #
206613: #
206614: #
206615: #
206616: #
206617: #
206618: #
206619: #
206620: #
206621: #
206622: #
206623: #
206624: #
206625: #
206626: #
206627: #
206628: #
206629: #
206630: #
206631: #
206632: #
206633: #
206634: #
206635: #
206636: #
206637: #
206638: #
206639: #
206640: #
206641: #
206642: #
206643: #
206644: #
206645: #
206646: #
206647: #
206648: #
206649: #
206650: #
206651: #
206652: #
206653: #
206654: #
206655: #
206656: #
206657: #
206658: #
206659: #
206660: #
206661: #
206662: #
206663: #
206664: #
206665: #
206666: #
206667: #
206668: #
206669: #
206670: #
206671: #
206672: #
206673: #
206674: #
206675: #
206676: #
206677: #
206678: #
206679: #
206680: #
206681: #
206682: #
206683: #
206684: #
206685: #
206686: #
206687: #
206688: #
206689: #
206690: #
206691: #
206692: #
206693: #
206694: #
206695: #
206696: #
206697: #
206698: #
206699: #
206700: #
206701: #
206702: #
206703: #
206704: #
206705: #
206706: #
206707: #
206708: #
206709: #
206710: #
206711: #
206712: #
206713: #
206714: #
206715: #
206716: #
206717: #
206718: #
206719: #
206720: #
206721: #
206722: #
206723: #
206724: #
206725: #
206726: #
206727: #
206728: #
206729: #
206730: #
206731: #
206732: #
206733: #
206734: #
206735: #
206736: #
206737: #
206738: #
206739: #
206740: #
206741: #
206742: #
206743: #
206744: #
206745: #
206746: #
206747: #
206748: #
206749: #
206750: #
206751: #
206752: #
206753: #
206754: #
206755: #
206756: #
206757: #
206758: #
206759: #
206760: #
206761: #
206762: #
206763: #
206764: #
206765: #
206766: #
206767: #
206768: #
206769: #
206770: #
206771: #
206772: #
206773: #
206774: #
206775: #
206776: #
206777: #
206778: #
206779: #
206780: #
206781: #
206782: #
206783: #
206784: #
206785: #
206786: #
206787: #
206788: #
206789: #
206790: #
206791: #
206792: #
206793: #
206794: #
206795: #
206796: #
206797: #
206798: #
206799: #
206800: #
206801: #
206802: #
206803: #
206804: #
206805: #
206806: #
206807: #
206808: #
206809: #
206810: #
206811: #
206812: #
206813: #
206814: #
206815: #
206816: #
206817: #
206818: #
206819: #
206820: #
206821: #
206822: #
206823: #
206824: #
206825: #
206826: #
206827: #
206828: #
206829: #
206830: #
206831: #

346
1243 512
10 9
171538 349682
172120 349683
172887 349695
175707 349699
175713 349696
175714 349698
175715 349697
175716 349706
175718 349694
175721 349707
349728 171798
349711 173846
349712 173847
349713 173848
349714 173849
349715 173850
349716 173851
349717 173852
349718 173853
1216 483
20 2
172104 327361
172169 327362
172687 327547
172696 327525
172703 327531
172719 327538
172726 327532
172727 327539
172731 327548
172763 327543
174522 327534
174523 327541
174525 327544
174527 327546
174531 327524
175300 327526
175318 327542
175475 327530
175486 327535
175488 327551
327643 171757
327471 173674
1283 512
10 9
171538 349682
172148 349683
176109 349699
176111 349695
176112 349696
176113 349697
176114 349698
176115 349706
176116 349694
176117 349707
349728 171858
349711 174150
349712 174151
349713 174152
349714 174153
349715 174154
349716 174155
349717 174156
349718 174157
1168 514
20 2
172072 350341
172167 350342
174537 350464
174584 350463
174587 350450
174594 350447
174606 350462
174637 350469
174874 350454
174938 350452
174994 350465
174995 350453
174998 350451
175002 350468
175006 350471
175023 350473
175024 350448
175027 350457
175028 350456
175029 350460
350563 171685
350439 173347
1366 434
20 1
172099 301976
172165 301975
177947 302004
177948 302005
177949 302006
177950 302007
177951 302008
177952 302009
177953 302010
177954 302011
177955 302012
177956 302013
177957 302014
177958 302015
177959 302016
177960 302017
177961 302018
177962 302019
177963 302020
177964 302021
301981 172213
1119 225
10 1
171538 217299
172045 217301
178884 217328
178885 217329
178886 217330
178887 217331
178888 217332
178889 217333
178890 217334
178891 217335
217305 171591
1377 434
20 1
172090 301976
172165 301975
178091 302004
178092 302005
178093 302006
178094 302007
178095 302008
178096 302009
178097 302010
178098 302011
178099 302012
178100 302013
178101 302014
178102 302015
178103 302016
178104 302017
178105 302018
178106 302019
178107 302020
178108 302021
301981 172231
1143 510
20 13
172318 348616
172714 348629
172736 348642
172739 348631
172756 348647
172772 348615
172791 348618
172793 348623
172794 348627
172795 348621
172796 348645
172800 348630
172804 348622
172807 348646
172817 348648
172821 348637
172823 348644
172824 348635
172825 348624
172826 348636
348658 173145
348659 173143
348660 173144
348661 173141
348662 173142
348663 173147
348664 173148
348665 173149
348666 173154
348667 173140
348668 173155
348669 173150
348670 173151
1363 434
20 1
172058 301976
172178 301975
177395 302004
177396 302005
177397 302006
177398 302007
177399 302008
177400 302009
177401 302010
177402 302011
177403 302012
177404 302013
177405 302014
177406 302015
177407 302016
177408 302017
177409 302018
177410 302019
177411 302020
177412 302021
301981 172210
1233 512
10 9
171538 349682
172055 349683
175519 349699
175520 349695
175521 349696
175522 349697
175523 349706
175524 349694
175525 349707
175588 349698
349728 171783
349711 173779
349712 173780
349713 173781
349714 173782
349715 173783
349716 173784
349717 173785
349718 173786
1136 434
20 1
171638 301975
172151 301976
177059 302004
177060 302005
177061 302006
177062 302007
177063 302008
177064 302009
177065 302010
177066 302011
177067 302012
177068 302013
177069 302014
177070 302015
177071 302016
177072 302017
177073 302018
177074 302019
177075 302020
177076 302021
301981 171619
1330 339
20 1
171640 269763
172160 269765
176771 269792
176772 269793
176773 269794
176774 269795
176775 269796
176776 269797
176777 269798
176778 269799
176779 269800
176780 269801
176781 269802
176782 269803
176783 269804
176784 269805
176785 269806
176786 269807
176787 269808
176788 269809
269769 171963
1194 514
20 2
172088 350341
172165 350342
174540 350450
174558 350462
174562 350473
174568 350466
174573 350463
174589 350460
174619 350447
174633 350464
174651 350457
174674 350468
174677 350449
174880 350453
174899 350452
174956 350469
174967 350448
174984 350455
175052 350465
175073 350472
350563 171724
350439 173548
1386 434
20 1
172085 301976
172188 301975
178163 302004
178164 302005
178165 302006
178166 302007
178167 302008
178168 302009
178169 302010
178170 302011
178171 302012
178172 302013
178173 302014
178174 302015
178175 302016
178176 302017
178177 302018
178178 302019
178179 302020
178180 302021
301981 172253
1281 512
10 9
171538 349682
172146 349683
176077 349699
176079 349695
176080 349696
176081 349697
176082 349698
176083 349706
176084 349694
176085 349707
349728 171855
349711 174137
349712 174138
349713 174139
349714 174140
349715 174141
349716 174142
349717 174143
349718 174144
1201 512
10 9
171538 349682
172095 349683
174759 349696
174761 349698
174762 349707
174913 349699
175033 349697
175035 349706
175036 349694
175091 349695
349728 171735
349711 173587
349712 173588
349713 173589
349714 173590
349715 173591
349716 173592
349717 173593
349718 173594
1184 514
20 2
172081 350341
172187 350342
174546 350450
174564 350469
174583 350462
174600 350455
174603 350465
174604 350452
174623 350464
174624 350456
174625 350449
174644 350468
174648 350447
174685 350472
174773 350454
174779 350471
174786 350466
174850 350460
174921 350463
174933 350457
350563 171709
350439 173473
1294 514
20 2
172154 350341
172171 350342
176246 350446
176247 350472
176248 350454
176249 350447
176250 350449
176251 350460
176252 350456
176253 350469
176254 350464
176255 350461
176256 350457
176257 350473
176258 350452
176259 350466
176260 350450
176261 350448
176262 350462
176263 350471
350563 171874
350439 174213
1381 434
20 1
172098 301976
172165 301975
177971 302004
177972 302005
177973 302006
177974 302007
177975 302008
177976 302009
177977 302010
177978 302011
177979 302012
177980 302013
177981 302014
177982 302015
177983 302016
177984 302017
177985 302018
177986 302019
177987 302020
177988 302021
301981 172235
1086 225
10 1
171538 217299
172054 217301
179028 217328
179029 217329
179030 217330
179031 217331
179032 217332
179033 217333
179034 217334
179035 217335
217305 171551
1399 434
20 1
172069 301976
172185 301975
178475 302004
178476 302005
178477 302006
178478 302007
178479 302008
178480 302009
178481 302010
178482 302011
178483 302012
178484 302013
178485 302014
178486 302015
178487 302016
178488 302017
178489 302018
178490 302019
178491 302020
178492 302021
301981 172285
1121 225
10 1
171538 217299
172095 217301
179100 217328
179101 217329
179102 217330
179103 217331
179104 217332
179105 217333
179106 217334
179107 217335
217305 171594
1153 512
10 9
171538 349682
172042 349683
174456 349697
174457 349695
174458 349699
174467 349698
174476 349694
174489 349696
174501 349706
174502 349707
349728 171663
349711 173237
349712 173238
349713 173239
349714 173240
349715 173241
349716 173242
349717 173243
349718 173244
1375 225
10 1
171538 217299
172130 217301
178868 217328
178869 217329
178870 217330
178871 217331
178872 217332
178873 217333
178874 217334
178875 217335
217305 172228
1220 483
20 2
172106 327361
172169 327362
175271 327527
175396 327551
175398 327542
175399 327550
175401 327528
175404 327538
175406 327532
175407 327531
175408 327534
175409 327541
175411 327544
175435 327535
175462 327525
175463 327526
175483 327546
175491 327548
175492 327540
175496 327530
327643 171763
327471 173691
1144 511
20 5
172182 349325
172810 349369
172818 349383
172831 349373
172832 349371
172833 349385
172834 349387
172835 349382
172836 349380
172837 349376
172839 349381
172840 349379
172841 349393
172842 349372
172843 349388
172844 349386
172846 349370
175645 349378
175876 349384
175877 349377
349425 171649
349398 173170
349399 173171
349400 173172
349401 173173
1304 514
20 2
171641 350342
172161 350341
176406 350446
176407 350472
176408 350454
176409 350447
176410 350449
176411 350456
176412 350469
176413 350464
176414 350461
176415 350460
176416 350457
176417 350448
176418 350473
176419 350452
176420 350450
176421 350462
176422 350471
176423 350466
350563 171889
350439 174275
1171 512
10 9
171538 349682
172042 349683
174906 349707
174907 349694
174917 349695
174918 349697
175053 349699
175054 349696
175072 349698
175152 349706
349728 171690
349711 173378
349712 173384
349713 173385
349714 173386
349715 173387
349716 173388
349717 173389
349718 173390
1238 514
20 2
172117 350341
172191 350342
172702 350468
172712 350463
172720 350455
172732 350453
172742 350465
175426 350451
175569 350472
175574 350454
175575 350447
175577 350449
175583 350460
175584 350456
175586 350469
175590 350464
175592 350457
175593 350461
175594 350448
175595 350452
350563 171790
350439 173813
1352 225
10 1
171538 217299
172142 217301
178804 217328
178805 217329
178806 217330
178807 217331
178808 217332
178809 217333
178810 217334
178811 217335
217305 172197
1407 434
20 1
172123 301976
172194 301975
177563 302004
177564 302005
177565 302006
177566 302007
177567 302008
177568 302009
177569 302010
177570 302011
177571 302012
177572 302013
177573 302014
177574 302015
177575 302016
177576 302017
177577 302018
177578 302019
177579 302020
177580 302021
301981 172293
1224 514
20 2
172109 350341
172174 350342
175268 350451
175275 350465
175277 350453
175284 350469
175285 350461
175287 350452
175290 350473
175314 350457
175315 350466
175321 350449
175322 350447
175329 350448
175330 350460
175335 350450
175353 350464
175395 350463
175403 350454
175433 350468
350563 171769
350439 173715
1087 225
10 1
171538 217299
172055 217301
178964 217328
178965 217329
178966 217330
178967 217331
178968 217332
178969 217333
178970 217334
178971 217335
217305 171552
1135 225
10 1
171538 217299
172122 217301
178924 217328
178925 217329
178926 217330
178927 217331
178928 217332
178929 217333
178930 217334
178931 217335
217305 171614
1187 512
10 9
171538 349682
172053 349683
174534 349699
174621 349696
174663 349698
174664 349694
174725 349707
174783 349695
174981 349697
174982 349706
349728 171714
349711 173507
349712 173508
349713 173509
349714 173510
349715 173511
349716 173512
349717 173513
349718 173514
1416 434
20 1
172154 301976
172171 301975
176987 302004
176988 302005
176989 302006
176990 302007
176991 302008
176992 302009
176993 302010
176994 302011
176995 302012
176996 302013
176997 302014
176998 302015
176999 302016
177000 302017
177001 302018
177002 302019
177003 302020
177004 302021
301981 172304
1255 512
10 9
171538 349682
172045 349683
172496 349699
172497 349697
172498 349706
172499 349698
172500 349696
172524 349694
172525 349707
174333 349695
349728 171816
349711 173964
349712 173965
349713 173966
349714 173967
349715 173968
349716 173969
349717 173970
349718 173971
1265 512
10 9
171538 349682
172133 349683
172633 349697
172636 349699
172637 349706
172638 349698
172643 349695
172648 349707
172665 349696
176002 349694
349728 171831
349711 174028
349712 174029
349713 174030
349714 174031
349715 174032
349716 174033
349717 174034
349718 174035
1404 434
20 1
172126 301976
172176 301975
177515 302004
177516 302005
177517 302006
177518 302007
177519 302008
177520 302009
177521 302010
177522 302011
177523 302012
177524 302013
177525 302014
177526 302015
177527 302016
177528 302017
177529 302018
177530 302019
177531 302020
177532 302021
301981 172290
1374 434
20 1
172110 301976
172175 301975
177803 302004
177804 302005
177805 302006
177806 302007
177807 302008
177808 302009
177809 302010
177810 302011
177811 302012
177812 302013
177813 302014
177814 302015
177815 302016
177816 302017
177817 302018
177818 302019
177819 302020
177820 302021
301981 172226
1139 507
9 9
172871 345257
172984 345258
173003 345238
173007 345239
173009 345247
173010 345240
173012 345249
173013 345248
175848 345250
345290 171646
345267 173030
345268 173031
345269 173032
345270 173033
345271 173034
345272 173035
345273 173036
345274 173037
1161 512
10 9
171538 349682
172042 349683
174337 349707
174341 349697
174366 349698
174383 349699
174384 349696
174497 349706
175894 349695
175895 349694
349728 171675
349711 173296
349712 173297
349713 173298
349714 173299
349715 173300
349716 173301
349717 173302
349718 173303
1112 225
10 1
171538 217299
172043 217301
179012 217328
179013 217329
179014 217330
179015 217331
179016 217332
179017 217333
179018 217334
179019 217335
217305 171579
1134 434
20 1
172152 301976
172171 301975
177035 302004
177036 302005
177037 302006
177038 302007
177039 302008
177040 302009
177041 302010
177042 302011
177043 302012
177044 302013
177045 302014
177046 302015
177047 302016
177048 302017
177049 302018
177050 302019
177051 302020
177052 302021
301981 171613
1213 512
10 9
171538 349682
172044 349683
172695 349706
174524 349694
174530 349707
175242 349699
175243 349696
175265 349695
175266 349697
175337 349698
349728 171753
349711 173649
349712 173650
349713 173651
349714 173652
349715 173653
349716 173654
349717 173655
349718 173656
1357 434
20 1
172118 301976
172192 301975
177635 302004
177636 302005
177637 302006
177638 302007
177639 302008
177640 302009
177641 302010
177642 302011
177643 302012
177644 302013
177645 302014
177646 302015
177647 302016
177648 302017
177649 302018
177650 302019
177651 302020
177652 302021
301981 172204
1176 514
20 2
172076 350341
172168 350342
174539 350448
174607 350468
174653 350447
174680 350463
174848 350455
174851 350451
174852 350450
174855 350452
174857 350473
174858 350457
174860 350461
174861 350464
174862 350469
174946 350449
174966 350466
175004 350465
175025 350462
175056 350454
350563 171697
350439 173410
1358 434
20 1
172058 301976
172179 301975
177347 302004
177348 302005
177349 302006
177350 302007
177351 302008
177352 302009
177353 302010
177354 302011
177355 302012
177356 302013
177357 302014
177358 302015
177359 302016
177360 302017
177361 302018
177362 302019
177363 302020
177364 302021
301981 172205
1123 225
10 1
171538 217299
172091 217301
179116 217328
179117 217329
179118 217330
179119 217331
179120 217332
179121 217333
179122 217334
179123 217335
217305 171597
1138 225
10 1
171538 217299
172082 217301
179164 217328
179165 217329
179166 217330
179167 217331
179168 217332
179169 217333
179170 217334
179171 217335
217305 171624
1395 225
10 1
171538 217299
172131 217301
178860 217328
178861 217329
178862 217330
178863 217331
178864 217332
178865 217333
178866 217334
178867 217335
217305 172281
1101 434
20 1
171636 301975
172149 301976
177107 302004
